821480	Тайфун наближава Япония.	275427	A typhoon is approaching Japan.
821482	Бети може да свири на пиано.	33941	Betty can play the piano.
821483	Не мога да живея без теб.	237738	I can't live without you.
821484	Не мога да живея без вас.	237738	I can't live without you.
821485	Аз не съм учител.	259070	I am not a teacher.
821487	Той пи много вчера.	435643	He drank a lot yesterday.
821488	Той вчера пи много.	435643	He drank a lot yesterday.
821489	Той мина приемния изпит.	302284	He passed the entrance examination.
821490	Напълно прав си.	32528	You are quite right.
821491	Водиш ли си дневник?	15872	Do you keep a diary?
821493	Той може да не е щастлив.	469179	He might not be happy.
821494	Вярваш ли във феи?	324809	Do you believe in fairies?
821495	Бети полива цветята.	33935	Betty is watering the flowers.
821496	Той е роден в Нагасаки.	301641	He was born in Nagasaki.
821497	Напишете адреса си тук.	17065	Write your address here.
821498	Напиши адреса си тук.	17065	Write your address here.
821499	Трябва да работиш усърдно.	15863	You should work hard.
821501	Вземи ми един билет, ако обичаш.	272483	Get me a ticket, please.
821503	Китът е бозайник.	238461	A whale is a mammal.
821504	Той не можа да си спомни адреса ми.	291953	He couldn't remember my address.
821505	Всички те чакат.	32112	Everybody is waiting for you.
821506	Там не срещнах никого.	51023	I didn't meet anyone there.
821507	Не съм ли те срещал по-рано?	55360	Haven't I seen you before?
821509	Фред винаги лъже.	34081	Fred is always telling lies.
821510	Той няма нужда да работи.	503772	He doesn't need to work.
821512	Познавате ли г-н Браун?	69780	Do you know Mr. Brown?
821513	Той имаше само 100 долара.	291649	He only had 100 dollars.
821514	Той предложи ли ти?	460864	Did he propose to you?
821515	Той рядко ходи на църква.	304133	He seldom goes to church.
821516	Поначало японците са стеснителни.	27316	Generally, Japanese people are shy.
821518	Имаш симпатични очи.	402423	You have cute eyes.
821520	Йоко ходи да пазарува вчера.	324831	Yoko went shopping yesterday.
821521	Йоко вчера ходи на шопинг.	324831	Yoko went shopping yesterday.
821523	Черешовите цветове са много красиви.	244910	Cherry blossoms are very beautiful.
821524	Една медицинска сестра ми измери температурата.	20987	A nurse took my temperature.
821525	Една сестра ми премери температурата.	20987	A nurse took my temperature.
821526	Той ми зададе въпрос.	297626	He asked me a question.
821527	Той реши да се ожени за нея.	302619	He decided to marry her.
821529	Ан няма сестра.	413311	Ann doesn't have a sister.
821530	Той често закусва там.	290089	He often eats breakfast there.
821532	Не се колебайте да задавате въпроси.	265037	Don't hesitate to ask questions.
821533	Не се колебай да задаваш въпроси.	265037	Don't hesitate to ask questions.
821537	Аз присъствах на срещата вчера.	257756	I attended the meeting yesterday.
821538	Вчера аз отидох на срещата.	257756	I attended the meeting yesterday.
821539	Той си взе една седмица отпуск.	27730	He took a week off.
821540	Той често свири на китара.	293244	He often plays the guitar.
821541	Имаш ли някакви пари?	409018	Don't you have any money?
821543	Имаш ли пари изобщо?	409018	Don't you have any money?
821544	Той постоянно забравя.	289212	He is always forgetting things.
821545	Той е по-нисък от Том.	292196	He's shorter than Tom.
821546	В Сасаяма ли живеете?	69240	Do you live in Sasayama?
821548	В Сасаяма ли живееш?	69240	Do you live in Sasayama?
821549	Обади ми се в офиса.	22364	Call me at the office.
821550	Той излезе да се разходи.	387450	He's out taking a walk.
821551	Той се разхожда навън.	387450	He's out taking a walk.
821552	Той отиде на разходка.	387450	He's out taking a walk.
821553	Той трябваше да дойде.	289775	He was supposed to come.
821554	Попълнете този формуляр, ако обичате.	58537	Fill out this form, please.
821555	Брайън остави вратата отворена.	34293	Brian left the door open.
821556	Той пристигна в Токио вчера.	244644	He arrived in Tokyo yesterday.
821557	Избери този, който харесваш.	450116	Choose the one you like.
821558	Избери това, което харесваш.	450116	Choose the one you like.
821559	Избери тази, която харесваш.	450116	Choose the one you like.
821560	Напълни кофата с вода.	35471	Fill the bucket with water.
821561	Делфинът е бозайник.	65812	A dolphin is a mammal.
821562	Ти ме правиш щастлив.	63215	You make me happy.
821564	Върни се на мястото си.	17013	Go back to your seat.
821566	Върнете се на мястото си.	17013	Go back to your seat.
821567	Дай ми нещо за ядене.	25070	Give me something to eat.
821568	Дайте ми нещо за ядене.	25070	Give me something to eat.
821570	Башо е най-великият поет.	282360	Basho was the greatest poet.
821571	Башо бил най-великият поет.	282360	Basho was the greatest poet.
821572	Башо беше най-великият поет.	282360	Basho was the greatest poet.
821576	Коледа е специален празник.	62796	Christmas is a special holiday.
821578	Не му разбрах шегата.	392152	I couldn't understand his joke.
821579	Не му схванах вица.	392152	I couldn't understand his joke.
821580	Вчера хванах три риби.	63296	I caught three fish yesterday.
821581	Аз вчера улових три риби.	63296	I caught three fish yesterday.
821582	Много си смел.	16474	You are very brave.
821583	Много сте смели.	16474	You are very brave.
821584	Ти си много смела.	16474	You are very brave.
821585	Той обиколил страната.	296436	He traveled around the country.
821586	Той обикаляше страната.	296436	He traveled around the country.
821587	Пет галона нормален, ако обичате.	29527	Five gallons of regular, please.
821588	Той тръгна преди десет минути.	288379	He left ten minutes ago.
821589	Обичаш ли френските вина?	34141	Do you like French wines?
821591	Аз пристигнах в Токио вчера.	257793	I arrived in Tokyo yesterday.
821592	Прекалено усърдно работиш.	15877	You work too hard.
821593	Срещали ли сте се и преди?	28316	Have you met her before?
821595	Не излизай след мръкване.	28454	Don't go out after dark.
821596	Приемам предложението ти.	257119	I agree to your proposal.
821597	Приемам предложението ви.	257119	I agree to your proposal.
821598	Побързай! Ще закъснеем.	433479	Hurry up! We'll be late.
821600	Побързайте! Ще закъснеем.	433479	Hurry up! We'll be late.
821602	Той ще се прибере скоро.	509753	He'll be back home soon.
821603	Него за малко да го убият.	295005	He narrowly escaped being killed.
821605	Той за малко да бъде убит.	295005	He narrowly escaped being killed.
821606	Той изпусна последния влак.	296751	He missed the last train.
821607	Той изпуснал последния влак.	296751	He missed the last train.
821608	Едва го разбирах.	260592	I could hardly understand him.
821609	Почти не го разбирах.	260592	I could hardly understand him.
821610	Той говори и руски.	435646	He can speak Russian, too.
821611	Той също може да говори руски.	435646	He can speak Russian, too.
821613	По-добре повярвай.	410588	You'd better believe it.
821614	Купих един добър фотоапарат.	66769	I bought a good camera.
821615	Аз купих една добра камера.	66769	I bought a good camera.
821616	Желанието му най-накрая се изпълни.	291966	He finally got his wish.
821617	Видя ли доктор?	28040	Did you see a doctor?
821618	Видя ли някой доктор?	28040	Did you see a doctor?
821619	Ходи ли да те види доктор?	28040	Did you see a doctor?
821620	Отиде ли да се прегледаш?	28040	Did you see a doctor?
821621	Отиде ли да се прегледаш на лекар?	28040	Did you see a doctor?
821622	Ан няма сестри.	413310	Ann doesn't have any sisters.
821623	Ан няма никакви сестри.	413310	Ann doesn't have any sisters.
821624	Гледа ли мача?	16590	Did you watch the game?
821625	Ти гледа ли играта?	16590	Did you watch the game?
821626	Той донесе няколко сувенира.	289496	He brought back several souvenirs.
821627	Игра ли бейзбол вчера?	69381	Did you play baseball yesterday?
821628	Вчера беше рожденият ми ден.	244539	Yesterday was my birthday.
821629	Вчера беше моят рожден ден.	244539	Yesterday was my birthday.
821630	Вчера ми беше рожден ден.	244539	Yesterday was my birthday.
821631	Правиш ли нещо специално?	25050	Are you doing anything special?
821632	Нещо специално ли правиш?	25050	Are you doing anything special?
821633	Може ли да го видя този?	54971	Can I see this one?
821634	Може ли да го видя това?	54971	Can I see this one?
821635	Може ли аз да я видя тази?	54971	Can I see this one?
821636	Кучето ти е тук.	449111	Your dog is here.
821637	Твоето куче е тук.	449111	Your dog is here.
821638	Дрехите му винаги миришат лошо.	287469	His clothes always smell bad.
821639	Неговите дрехи винаги миришат зле.	287469	His clothes always smell bad.
821640	Дрехите му винаги миришат.	287469	His clothes always smell bad.
821641	Не можех да си спомня имената им.	400272	I couldn't remember their names.
821642	Вярвам в редовните упражнения.	20215	I believe in exercising regularly.
821643	Колата му е страшно готина.	465114	His car is really cool.
821644	Ан много обича шоколад.	413335	Ann likes chocolate very much.
821645	Ти заслужаваш наградата.	17534	You deserve the prize.
821646	Вие заслужавате наградата.	17534	You deserve the prize.
821647	Бетовен е бил велик музикант.	34022	Beethoven was a great musician.
821648	Бетовен е велик музикант.	34022	Beethoven was a great musician.
821649	Може ли да ти викам Боб?	68814	Can I call you Bob?
821650	Може ли да те наричам Боб?	68814	Can I call you Bob?
821651	Той спа добре снощи.	296890	He slept well last night.
821652	Той е спал добре последната нощ.	296890	He slept well last night.
821653	Трябва да учиш повече.	16352	You must study more.
821654	Трябва да учите повече.	16352	You must study more.
821655	Той писа на родителите си.	304723	He wrote to his parents.
821656	Можете ли да го поправите?	36526	Can you get it repaired?
821657	Можеш ли да го поправиш?	36526	Can you get it repaired?
821658	Той кръсти сина си Джеймс.	300979	He named his son James.
821659	Той кръстил сина си Джеймс.	300979	He named his son James.
821660	Аз не разбрах шегата му.	392153	I didn't get his joke.
821661	Аз не схванах неговия вица.	392153	I didn't get his joke.
821662	Не разбрах смешката.	392153	I didn't get his joke.
821663	Брат му учи много.	520727	His brother studies very hard.
821664	Боб е приятен човек.	33239	Bob is a nice person.
821665	Децата трябва да слушат родителите си.	327616	Children should obey their parents.
821667	Децата трябва да се подчиняват на родителите си.	327616	Children should obey their parents.
821668	Аз не ти ли казах така?	17555	Didn't I tell you so?
821670	Аз нямам никакви пари.	433614	I don't have any money.
821673	Гордея се с теб.	15913	I'm proud of you.
821674	Горд съм с вас.	15913	I'm proud of you.
821676	Той натисна аварийния бутон.	303008	He pushed the emergency button.
821677	Карол често гледа филми на ужасите.	63165	Carol often watches horror movies.
821678	Той много обича бейзбол.	304250	He likes baseball very much.
821679	Някой може ли да ми отговори на въпроса?	276333	Can anyone answer my question?
821680	Може ли някой да отговори на въпроса ми?	276333	Can anyone answer my question?
821681	Той кандидатства за стипендията.	291013	He applied for the scholarship.
821682	Купих ѝ часовник.	394667	I bought her a watch.
821683	Той ни каза една лъжа.	388833	He told us a lie.
821684	Не успях да намеря къщата му.	402986	I couldn't find his house.
821685	Аз не можах да намеря неговата къща.	402986	I couldn't find his house.
821686	Не изхвърляй това списание.	59199	Don't throw away this magazine.
821687	Не мога да понасям жегата.	433760	I can't stand this heat.
821688	Той ти е ядосан.	295630	He is angry with you.
821689	Той ми писа вчера.	283339	He wrote to me yesterday.
821690	Може ли да подпишеш тук, ако обичаш?	61518	Could you sign here, please?
821691	Бихте ли се подписали тук, моля?	61518	Could you sign here, please?
821692	Всичко мина по план.	51658	Everything went according to plan.
821693	Всичко протече според плана.	51658	Everything went according to plan.
821694	Той пие прекалено много бира.	288803	He drinks too much beer.
821695	Той пие твърде много бира.	288803	He drinks too much beer.
821696	Лъжеш, нали?	435198	You're lying, aren't you?
821697	Вие лъжете, нали?	435198	You're lying, aren't you?
821698	Напълни го с обикновен, ако обичаш.	29526	Fill it with regular, please.
821699	Изглеждаш много достолепен.	20907	You look very dignified.
821701	Той ми се притече на помощ.	283751	He came to my rescue.
821702	Той дойде да ме спаси.	283751	He came to my rescue.
821703	Донеси ми вестника, моля.	269444	Bring me the newspaper, please.
821704	Донесете ми вестника, ако обичате.	269444	Bring me the newspaper, please.
821705	Не мога да си намеря очилата.	31841	I can't find my glasses.
821707	Не мога да си намеря чашите.	31841	I can't find my glasses.
821708	Изглеждаш много уморен.	16475	You look very tired.
821709	Изглеждате много изморени.	16475	You look very tired.
821710	Дай ми го.	41825	Give it to me, please.
821711	Дайте ми го, моля.	41825	Give it to me, please.
821712	Той е съгласен с моето мнение.	403320	He agrees with my opinion.
821713	Той е съгласен с мнението ми.	403320	He agrees with my opinion.
821714	Той се съгласява с мнението ми.	403320	He agrees with my opinion.
821716	Ти трябва да учиш усърдно.	15864	You must study hard.
821717	Трябва да учите усърдно.	15864	You must study hard.
821718	Той обича да пътува сам.	293733	He likes to travel alone.
821719	Той предпочита френския пред немския.	291934	He prefers French to German.
821721	Не вярвай на това, което тя казва.	391889	Don't believe what she says.
821723	Грейс още не е дошла.	62778	Grace has not come yet.
821724	Грейс засега я няма.	62778	Grace has not come yet.
821726	Не може да говориш сериозно.	240209	You cannot be serious.
821726	Не може да говориш сериозно.	322129	You can't be serious.
821727	Стига бе.	240209	You cannot be serious.
821727	Стига бе.	322129	You can't be serious.
821728	Не можеш да бъдеш сериозен.	240209	You cannot be serious.
821728	Не можеш да бъдеш сериозен.	322129	You can't be serious.
821729	Недей да шикалкавиш.	22322	Don't beat around the bush.
821730	Прекалено много говориш.	240572	You talk too much.
821731	Много говорите.	240572	You talk too much.
821732	Той ѝ купи пуловер.	302657	He bought her a sweater.
821733	Той ми беше водач.	297774	He acted as my guide.
821734	Миналия месец се простудих.	259049	I caught a cold last month.
821735	Миналия месец изстинах.	259049	I caught a cold last month.
821736	Вчера ходих в Дисниленд.	244402	I went to Disneyland yesterday.
821737	Засмях се на шегата му.	465030	I laughed at his joke.
821738	Разсмях се на вица му.	465030	I laughed at his joke.
821739	Бих искал да можех да отида.	322242	I wish I could go.
821740	Имам вяра в теб.	257142	I have confidence in you.
821741	Аз имам вяра в теб.	257142	I have confidence in you.
821742	Много обичам филмите.	521656	I like movies a lot.
821743	Ще направя всичко, каквото мога.	244079	I will do my best.
821744	Ще дам всичко от себе си.	244079	I will do my best.
821745	Страх ме е да отида сам.	255487	I'm afraid to go alone.
821747	Още не съм закусвал.	255656	I haven't eaten breakfast yet.
821748	Мик нарече бебето Ричард.	32271	Mick named the baby Richard.
821749	Мик кръсти бебето Ричард.	32271	Mick named the baby Richard.
821750	Линда стана, за да пее.	29593	Linda stood up to sing.
821751	Линда стана да пее.	29593	Linda stood up to sing.
821752	Предпочитам чай пред кафе.	33537	I prefer tea to coffee.
821753	Аз предпочитам чая пред кафето.	33537	I prefer tea to coffee.
821754	Боли ме гърлото.	417891	I have a sore throat.
821755	Мари и Маки са сестри.	269609	Mari and Maki are sisters.
821756	Надявам се, че това ще се случи.	433646	I'm hoping that will happen.
821757	Аз се надявам това да се случи.	433646	I'm hoping that will happen.
821758	Може ли да изям този портокал?	410535	May I eat this orange?
821759	Карън ми е сърдита.	63473	Karen is angry with me.
821760	Бях разочарован от него.	395061	I was disappointed in him.
821761	Ще ти се обадя пак после.	35772	I'll call you back later.
821762	Джим се казва на Джеймс.	53350	Jim is short for James.
821763	Не обичам изкуствени цветя.	259202	I don't like artificial flowers.
821764	Аз не обичам изкуствените цветя.	259202	I don't like artificial flowers.
821765	Жена ми умря от рак.	244138	My wife died of cancer.
821766	Моята съпруга почина от рак.	244138	My wife died of cancer.
821767	Обичам тенис и голф.	490138	I like tennis and golf.
821768	Харесвам тениса и голфа.	490138	I like tennis and golf.
821769	Искам по-подробна информация.	30431	I want more detailed information.
821770	Знам какво имаш предвид.	17198	I know what you mean.
821771	Знам за какво говориш.	17198	I know what you mean.
821772	Аз знам какво искаш да кажеш.	17198	I know what you mean.
821773	Това близо ли е до вас?	42494	Is it near your house?
821774	Това наблизо ли е до дома ти?	42494	Is it near your house?
821775	Чух един необичаен звук.	321714	I heard an unusual sound.
821776	Може ли да ти взема колата?	388282	May I borrow your car?
821777	Джейн е секретарката на президента.	53748	Jane is the president's secretary.
821778	Мисля, че това е вярно.	321657	I think that it's true.
821779	Мисля, че е истина.	321657	I think that it's true.
821780	Сега е време да си тръгвам.	486444	I must be leaving now.
821781	Аз трябва да тръгвам сега.	486444	I must be leaving now.
821782	Няма какво да се обсъжда толкова.	19993	It is hardly worth discussing.
821783	Не си заслужава много да се обсъжда.	19993	It is hardly worth discussing.
821784	Общо взето не си струва да се обсъжда.	19993	It is hardly worth discussing.
821785	Никой не дойде освен Мери.	324988	No one came except Mary.
821786	Ще ти дам пет долара.	433531	I'll give you five dollars.
821787	Аз ще ви дам пет долара.	433531	I'll give you five dollars.
821788	Джил е сгодена за Джак.	52493	Jill is engaged to Jack.
821790	Днес се чувствам много по-добре.	242701	I'm feeling much better today.
821791	Аз се чувствам много по-добре днес.	242701	I'm feeling much better today.
821793	Платих около петдесет долара.	502824	I paid about fifty dollars.
821794	Аз платих петдесетина долара.	502824	I paid about fifty dollars.
821795	Вчера спах дванайсет часа.	63307	I slept twelve hours yesterday.
821796	Аз закусвам всяка сутрин.	464655	I eat breakfast every morning.
821797	Ям закуска всяка сутрин.	464655	I eat breakfast every morning.
821798	Влюбен съм в нея.	394631	I'm in love with her.
821799	Днес няма да работя допълнително.	242857	I won't work overtime today.
821800	Джейн има големи проблеми.	53732	Jane is in serious trouble.
821801	Джейн има сериозни неприятности.	53732	Jane is in serious trouble.
821802	Вчера ми беше забавно да гледам телевизия.	63321	I enjoyed watching TV yesterday.
821803	Аз харесвам този цвят, също.	411242	I like this color, too.
821804	Аз харесвам и този цвят.	411242	I like this color, too.
821805	Не харесвам лицето ѝ.	391891	I don't like her face.
821806	Лицето ѝ не ми харесва.	391891	I don't like her face.
821807	Аз наистина го искам това.	435168	I really do want that.
821808	Аз наистина го искам.	435168	I really do want that.
821809	Аз наистина искам това.	435168	I really do want that.
821810	Спомням си смътно, че съм го срещал.	253354	I vaguely remember meeting him.
821811	Кен е пристигнал в Киото.	62514	Ken has arrived in Kyoto.
821812	Иска ми се да бях по-висок.	30375	I wish I were taller.
821813	Не искам повече.	31649	I don't want any more.
821814	Хайде да ни снимат.	265309	Let's get our photograph taken.
821815	Хайде да си направим снимка.	265309	Let's get our photograph taken.
821816	Пожелавам ти късмет.	54468	I wish you good luck.
821817	Късмет ти желая.	54468	I wish you good luck.
821818	Дядо ми е дърводелец.	250235	My grandfather is a carpenter.
821819	Може ли да тичам с теб?	27683	May I run with you?
821821	Обичам да играя баскетбол.	321679	I like to play basketball.
821822	Помня какво беше казал той.	283619	I remember what he said.
821823	Помня какво каза той.	283619	I remember what he said.
821824	Баща ми има ресторант.	64068	My father runs a restaurant.
821825	Баща ми управлява ресторант.	64068	My father runs a restaurant.
821826	Исках да отида там.	29011	I wanted to go there.
821827	По-добре да остана, отколкото да отида.	516345	I'd rather stay than go.
821828	Посетих къщата на баба ми.	321596	I visited my grandmother's house.
821829	Дължа ти десет долара.	17572	I owe you ten dollars.
821830	Дядо ми става рано.	250234	My grandfather gets up early.
821831	Сложи ги тия пакети някъде.	37665	Just put those packages anywhere.
821832	Просто сложи тия пакети където и да е.	37665	Just put those packages anywhere.
821833	Искам да ям нещо.	25072	I want something to eat.
821833	Искам да ям нещо.	25078	I'd like something to eat.
821833	Искам да ям нещо.	256362	I want to eat something.
821834	Искам нещо за ядене.	25072	I want something to eat.
821834	Искам нещо за ядене.	25078	I'd like something to eat.
821835	Баща ми понякога ходи в чужбина.	251692	My father sometimes goes abroad.
821836	Кен е по-голям от Сейко.	62512	Ken is older than Seiko.
821837	Кен е по-възрастен от Сейко.	62512	Ken is older than Seiko.
821838	Нека да кажа нещо.	433735	Let me say one thing.
821839	Позволи ми да кажа едно нещо.	433735	Let me say one thing.
821840	Получих писмото ѝ вчера.	257802	I received her letter yesterday.
821841	Другия път ще се постарая повече.	418861	I'll try harder next time.
821842	Следващия път ще положа повече усилия.	418861	I'll try harder next time.
821843	Математиката ми е любимият предмет.	271018	Mathematics is my favorite subject.
821844	Не е ли времето страхотно!	402401	Isn't this weather just great!
821845	Дай ми книгата си, моля те.	70387	Lend me your book, please.
821846	Искам да я видя.	261169	I'd like to see her.
821847	Може ли да ти взема ножа?	36541	May I borrow your knife?
821848	Вчера играх с Тони.	257732	I played with Tony yesterday.
821849	Играх с Тони вчера.	257732	I played with Tony yesterday.
821850	Кен никога не е ходил в Киото.	238899	Ken has never visited Kyoto.
821851	Кен не е посещавал Киото никога.	238899	Ken has never visited Kyoto.
821852	Джейн сама написа писмото.	53707	Jane wrote the letter herself.
821853	Джейн написа писмото сама.	53707	Jane wrote the letter herself.
821854	Ще те черпя със суши.	266204	I'll treat you to sushi.
821855	Ще те нагостя със суши.	266204	I'll treat you to sushi.
821858	Хайде да играем тенис след училище.	321002	Let's play tennis after school.
821859	Стига ми, мерси.	266531	I've had enough, thank you.
821860	Достатъчно ми беше, благодаря ти.	266531	I've had enough, thank you.
821861	Предпочитам да остана вкъщи.	24262	I'd rather stay at home.
821862	По-добре да остана вкъщи.	24262	I'd rather stay at home.
821863	Ще го опитам пак.	33518	I will try it again.
821864	Ще го пробвам пак.	33518	I will try it again.
821865	Мисля, че то няма да успее.	416233	I think it won't succeed.
821866	Мисля, че няма да стане.	416233	I think it won't succeed.
821867	Хайде да отидем до някои храмове утре.	323235	Let's visit some temples tomorrow.
821868	Ще ти дам назаем тази книга.	6897855	I'll lend you this book.
821869	Тя направи голяма подготовка за партито.	311932	She made elaborate preparations for the party.
821870	Мамо, може ли да отида да плувам?	484077	Mommy, may I go swimming?
821871	Мери затвори вратата тихо.	31976	Mary closed the door quietly.
821872	Дай да погледна.	425743	Let me have a look.
821873	Дай да хвърля един поглед.	425743	Let me have a look.
821874	Не го искам повече.	2389	I don't want it anymore.
821875	Не го ща вече.	2389	I don't want it anymore.
821876	Аз изкачих хълма.	28932	I walked up the hill.
821878	Ходих нагоре по хълма.	28932	I walked up the hill.
821879	Чух, че телефонът звъни.	279243	I heard the telephone ringing.
821880	Хайде да играем на тенис следобеда.	242533	Let's play tennis this afternoon.
821881	Хайде да играем тенис днес следобед.	242533	Let's play tennis this afternoon.
821882	Аз ще се погрижа за това.	433528	I'll take care of it.
821883	Аз ще се заема с това.	433528	I'll take care of it.
821884	Аз ще се оправя с това.	433528	I'll take care of it.
821885	Утре заминавам за Канада.	261916	I'm leaving for Canada tomorrow.
821887	Днес е топло, а?	242928	It's warm today, isn't it?
821889	Ще те направя щастлива.	321787	I will make you happy.
821890	Чух го да слиза надолу.	283407	I heard him coming downstairs.
821891	Възнамерявам да отида там.	50878	I intend to go there.
821892	Аз похарчих само три долара.	534169	I only spent three dollars.
821893	Малко чай, моля.	64184	I'd like some tea, please.
822699	Искам да си купя кухненски пособия в един комплект.	325800	I want to buy cooking utensils in one lot.
822701	Не забравяй да си донесеш кухненски пособия като ножове и съдове за готвене.	320958	Don't forget to bring kitchen utensils such as knives and cooking pots.
822702	В този магазин се занимават с кухненски пособия.	44917	At this shop, they deal in kitchen utensils.
822713	Петър обича Жана.	34027	Peter loves Jane.
822714	Почти три часът е.	31620	It is almost three.
822715	Влезте, моля.	435705	Please come in.
822716	Заповядай пак по всяко време.	433513	Come again any time.
822717	Ще разгледам обстойно доклада ти.	17331	I'll study your report.
822718	Сега е твой ред.	435280	It's now your turn.
822721	Това е колелото на Мишо.	55836	This is Mike's bicycle.
822722	Историята му беше забавна на всички.	287889	His story amused everyone.
822723	Том плува много бързо.	37232	Tom swims very fast.
822724	Естествено, тя е права.	388875	Certainly she is correct.
822725	Тя разбира се е права.	388875	Certainly she is correct.
822726	Наистина ли не можеш да плуваш?	63214	Can you really not swim?
822727	Тя е по-голямата ми сестра.	469125	She's my older sister.
822728	Ще съжаляваш за това!	65892	You'll regret that!
822729	Кой е твоят учител?	17660	Who is your teacher?
822729	Кой е твоят учител?	931492	Who's your teacher?
822730	Окей, съгласен съм.	433874	OK. I agree.
822731	Америка е много голяма.	67543	America is very large.
822732	Никой не вдигна телефона.	276653	Nobody answered the telephone.
822733	Как е времето.	64158	How is the weather?
822734	Нанси изглежда толкова изморена.	36193	Nancy looks so tired.
822735	Срещнах приятелката ти.	257094	I met your girlfriend.
822736	Срещнах Мери вчера.	257749	I met Mary yesterday.
822737	Вчера срещнах Мери.	257749	I met Mary yesterday.
822738	Хобито на Аои е да танцува.	28675	Aoi's hobby is dancing.
822739	Какво каза тя?	461204	What did she say?
822740	Тя какво каза?	461204	What did she say?
822741	Анна прие предложението на Хенри.	66853	Anne accepted Henry's proposal.
822742	Ние избрахме Джеймс за председател.	53851	We elected James chairman.
822743	Искам китара.	63403	I want a guitar.
822744	Затвори вратата.	38992	Shut the door.
822745	Изчакай само за момент.	435746	Wait just a moment.
822746	Греша ли?	410779	Am I wrong?
822747	Къде е най-близката аптека?	27254	Where's the nearest drugstore?
822747	Къде е най-близката аптека?	62109	Where's the nearest pharmacy?
822748	То е свободно.	435782	It's free.
822749	Безплатно е.	435782	It's free.
822750	Как се казва онази птица?	449055	What's that bird called?
822751	Той е свикнал да пътува.	387430	He's accustomed to traveling.
822752	Това няма да ти помогне.	42484	That won't help you.
822753	Кучето на Кен е бяло.	238889	Ken's dog is white.
822754	Том не може да играе тенис.	37238	Tom can't play tennis.
822755	Птиците пяха.	278157	The birds sang.
822756	Птиците запяха.	278157	The birds sang.
822757	Това твоите неща ли са?	442733	Are these your things?
822758	Тези неща твои ли са?	442733	Are these your things?
822759	Това ми е любимият стол.	410747	That's my favorite chair.
822760	Баща ми обожава пица.	469183	My father loves pizza.
822761	Оценявам съдействието ти.	54487	I appreciate your cooperation.
822762	Оценявам съдействието ви.	54487	I appreciate your cooperation.
822763	Тя често се простудяваше.	388661	She caught colds often.
822764	Той е сам.	293708	He is alone.
822765	Онази къща е голяма.	68536	That house is big.
822766	Ето тук една книга.	61725	Here is a book.
822767	Небето е чисто.	433662	The sky is clear.
822768	Коледата е скоро, нали?	387465	Christmas is soon, right?
822769	Тя беше назначена за председател.	388631	She was appointed chairperson.
822771	Няма проблеми.	433783	There are no problems.
822772	Страхувам се от земетресения.	259413	I'm afraid of earthquakes.
822773	Мен ме е страх от земетресения.	259413	I'm afraid of earthquakes.
822775	Това е напълно правилно.	433664	That's absolutely right.
822776	Това е абсолютно вярно.	433664	That's absolutely right.
822778	Вие се шегувате!	433882	You're joking!
822779	Минал си се.	16512	You've been had.
822780	Не прекъсвай разговора ни.	321366	Don't interrupt our conversation.
822781	Искам да спя.	321870	I want to sleep.
822782	Кен запали свещите.	423879	Ken lit the candles.
822783	Как беше уикендът ти?	466007	How was your weekend?
822784	Никой не знае.	449023	No one knows.
822785	Сега ти сервираш.	242375	Now it's your serve.
822786	Сега сервисът е твой.	242375	Now it's your serve.
822787	Коя книга е по-добра?	37927	Which book is better?
828788	В някои отношения то приличало на футбола, който се играе в наши дни.	42469	It was similar in some ways to soccer, which is played today.
828789	Лекарят се приведе над болното момче.	27913	The doctor bent over the sick boy.
829048	Аз всеки момент ще тръгвам.	40133	I'm about to leave.
829050	Говори ясно.	433849	Speak clearly.
829051	Говорете ясно.	433849	Speak clearly.
829052	Стигнахме.	410594	We've arrived.
829053	Пристигнахме.	410594	We've arrived.
829054	Той говори японски добре.	288260	He speaks Japanese well.
829055	Той уби онзи човек.	476182	He killed that man.
829056	Онова куче е голямо.	68734	That dog is big.
829057	Нанси обича игрите на закрито.	36183	Nancy enjoys indoor games.
829058	Простреляха ли те?	433616	Were you shot?
829059	Изчакай за момент.	410597	Wait a moment.
829060	Почакай за момент.	410597	Wait a moment.
829062	Огледах се около себе си.	321857	I looked around me.
829063	Ан слезе.	66849	Ann came downstairs.
829064	Не разбираш.	18073	You don't understand.
829065	Вие не разбирате.	18073	You don't understand.
829066	Ела, ако можеш.	450074	Come if you can.
829067	Не мога да намеря Тим.	39666	I can't find Tim.
829069	Изглеждаш отегчен.	15918	You look bored.
829070	Тя отмести погледа си.	512653	She looked away.
829071	Те ме игнорират.	307555	They're ignoring me.
829072	Мери може да говори японски.	31894	Mary can speak Japanese.
829073	Как си, Том?	37437	How are you, Tom?
829088	Боб беше много щастлив.	33211	Bob was very happy.
829089	Тя зарида горчиво.	388695	She wept bitterly.
829090	Спри или ще стрелям.	246314	Stop, or I'll shoot.
829093	Почти шест часът е.	41220	It's almost six o'clock.
829094	Огладнявам.	64027	I'm getting hungry.
829095	Аз съм от Сапоро.	244928	I'm from Sapporo.
829096	Повечето американци обичат хамбургери.	41207	Most Americans like hamburgers.
829097	Къде е болката?	403284	Where is the pain?
829098	Беден съм.	261477	I'm poor.
829102	Кажи го ясно.	433592	Say it clearly.
829103	Отговори на въпросите ми.	433642	Answer my questions.
829104	Коя книга е твоята?	36873	Which is your book?
829105	Колко си висок!	16442	How tall you are!
